df1_index,df2_index,Song Name (df1),Artist (df1),Song Name (df2),Artist (df2)
1501,2337,Thinking Out Loud,Ed Sheeran,All About Us,He Is We
1502,1759,Shut Up And Dance,WALK THE MOON,Shut Up and Dance,WALK THE MOON
1503,2146,Trap Queen,Fetty Wap,Trap Queen,Fetty Wap
1504,2337,Earned It (Fifty Shades Of Grey),The Weeknd,All About Us,He Is We
1505,1770,Sugar,Maroon 5,Sugar,Maroon 5
1506,2337,Watch Me,Silento,All About Us,He Is We
1507,159,Where Are U Now,Skrillex & Diplo With Justin Bieber,Where Are Ü Now,Skrillex
1508,30,See You Again,Wiz Khalifa Featuring Charlie Puth,Mother - Fedde Le Grand Remix,Charlie Puth
1509,2337,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,All About Us,He Is We
1510,2337,Worth It,Fifth Harmony Featuring Kid Ink,All About Us,He Is We
1511,2337,Lean On,Major Lazer & DJ Snake Featuring MO,All About Us,He Is We
1512,2337,Want To Want Me,Jason Derulo,All About Us,He Is We
1513,2337,Renegades,X Ambassadors,All About Us,He Is We
1514,1133,Love Me Like You Do,Ellie Goulding,Love It If We Made It,The 1975
1515,594,Cheerleader,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,OMI
1516,1811,Shake It Off,Taylor Swift,22,Taylor Swift
1517,2337,Take Your Time,Sam Hunt,All About Us,He Is We
1518,2337,"Honey, I'm Good.",Andy Grammer,All About Us,He Is We
1519,2074,Fight Song,Rachel Platten,Fight Song,Rachel Platten
1520,2337,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,All About Us,He Is We
1521,1811,Style,Taylor Swift,22,Taylor Swift
1522,2191,Elastic Heart,Sia,Elastic Heart,Sia
1523,2337,Talking Body,Tove Lo,All About Us,He Is We
1524,2337,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,All About Us,He Is We
1525,1773,Photograph,Ed Sheeran,Photograph,Ed Sheeran
1526,1720,Blank Space,Taylor Swift,Blank Space,Taylor Swift
1527,2337,The Hills,The Weeknd,All About Us,He Is We
1528,1713,Stitches,Shawn Mendes,Stitches,Shawn Mendes
1529,1878,Uma Thurman,Fall Out Boy,Alone Together,Fall Out Boy
1530,2337,Flex (Ooh Ooh Ooh),Rich Homie Quan,All About Us,He Is We
1531,2337,Can't Feel My Face,The Weeknd,All About Us,He Is We
1532,1599,Time Of Our Lives,Pitbull & Ne-Yo,Give Me Everything,Pitbull
1533,2337,Somebody,Natalie La Rose Featuring Jeremih,All About Us,He Is We
1534,2337,Slow Motion,Trey Songz,All About Us,He Is We
1535,2337,Good For You,Selena Gomez Featuring A$AP Rocky,All About Us,He Is We
1536,1253,All About That Bass,Meghan Trainor,All About That Bass,Meghan Trainor
1537,1811,Bad Blood,Taylor Swift Featuring Kendrick Lamar,22,Taylor Swift
1538,2337,Girl Crush,Little Big Town,All About Us,He Is We
1539,2337,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",All About Us,He Is We
1540,386,679,Fetty Wap Featuring Remy Boyz,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1541,1766,Take Me To Church,Hozier,Take Me to Church,Hozier
1542,1284,Budapest,George Ezra,Budapest,George Ezra
1543,2337,B**** Better Have My Money,Rihanna,All About Us,He Is We
1544,2337,I'm Comin' Over,Chris Young,All About Us,He Is We
1545,1229,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,All of Me,John Legend
1546,1233,Ex's & Oh's,Elle King,Ex's & Oh's,Elle King
1547,2337,I'm Not The Only One,Sam Smith,All About Us,He Is We
1548,2337,Like A Wrecking Ball,Eric Church,All About Us,He Is We
1549,2337,My Way,Fetty Wap Featuring Monty,All About Us,He Is We
1550,2337,Burning House,Cam,All About Us,He Is We
1551,1281,Lips Are Movin,Meghan Trainor,NO,Meghan Trainor
1552,2337,You Know You Like It,DJ Snake & AlunaGeorge,All About Us,He Is We
1553,2337,Classic Man,Jidenna Featuring Roman GianArthur,All About Us,He Is We
1554,2337,Where Ya At,Future Featuring Drake,All About Us,He Is We
1555,1236,Locked Away,R. City Featuring Adam Levine,Locked Away,R. City
1556,1878,Centuries,Fall Out Boy,Alone Together,Fall Out Boy
1557,2337,Feeling Myself,Nicki Minaj Featuring Beyonce,All About Us,He Is We
1558,2337,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,All About Us,He Is We
1559,2337,Geronimo,Sheppard,All About Us,He Is We
1560,2337,A Guy Walks Into A Bar,Tyler Farr,All About Us,He Is We
1561,2337,Ayo,Chris Brown & Tyga,All About Us,He Is We
1562,1791,Heartbeat Song,Kelly Clarkson,Because of You,Kelly Clarkson
1563,2337,Homegrown,Zac Brown Band,All About Us,He Is We
1564,2337,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,All About Us,He Is We
1565,2337,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,All About Us,He Is We
1566,1490,Chains,Nick Jonas,Who I Am,Nick Jonas & The Administration
1567,2337,Blessings,Big Sean Featuring Drake,All About Us,He Is We
1568,2337,Lay Me Down,Sam Smith,All About Us,He Is We
1569,2337,Energy,Drake,All About Us,He Is We
1570,370,One Last Time,Ariana Grande,One Last Time,Ariana Grande
1571,2337,Know Yourself,Drake,All About Us,He Is We
1572,2337,Smoke,A Thousand Horses,All About Us,He Is We
1573,118,I Really Like You,Carly Rae Jepsen,Now That I Found You,Carly Rae Jepsen
1574,2337,Don't It,Billy Currington,All About Us,He Is We
1575,2337,Bright,Echosmith,All About Us,He Is We
1576,1133,Love You Like That,Canaan Smith,Love It If We Made It,The 1975
1577,2337,Commas,Future,All About Us,He Is We
1578,2337,Crash And Burn,Thomas Rhett,All About Us,He Is We
1579,2337,Nasty Freestyle,T-Wayne,All About Us,He Is We
1580,2337,Sangria,Blake Shelton,All About Us,He Is We
1581,2337,Be Real,Kid Ink Featuring DeJ Loaf,All About Us,He Is We
1582,2337,Kick The Dust Up,Luke Bryan,All About Us,He Is We
1583,2337,Buy Me A Boat,Chris Janson,All About Us,He Is We
1584,2337,Planez,Jeremih Featuring J. Cole,All About Us,He Is We
1585,2337,House Party,Sam Hunt,All About Us,He Is We
1586,2337,"John Cougar, John Deere, John 3:16",Keith Urban,All About Us,He Is We
1587,386,This Could Be Us,Rae Sremmurd,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1588,2337,Lose My Mind,Brett Eldredge,All About Us,He Is We
1589,1281,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,NO,Meghan Trainor
1590,2337,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,All About Us,He Is We
1591,1520,Cool For The Summer,Demi Lovato,Can't Back Down,Demi Lovato
1592,2337,Break Up With Him,Old Dominion,All About Us,He Is We
1593,166,How Deep Is Your Love,Calvin Harris & Disciples,How Deep Is Your Love,Calvin Harris
1594,2337,I Don't Mind,Usher Featuring Juicy J,All About Us,He Is We
1595,2337,Riptide,Vance Joy,All About Us,He Is We
1596,2337,Wet Dreamz,J. Cole,All About Us,He Is We
1597,1281,Dear Future Husband,Meghan Trainor,NO,Meghan Trainor
1598,2337,Ain't Worth The Whiskey,Cole Swindell,All About Us,He Is We
1599,2337,Sippin' On Fire,Florida Georgia Line,All About Us,He Is We
1600,2337,Needed Me,Rihanna,All About Us,He Is We
1601,70,Don't Let Me Down,The Chainsmokers Featuring Daya,Call You Mine,The Chainsmokers
1602,1206,Cheap Thrills,Sia Featuring Sean Paul,Cheap Thrills,Sia
1603,2199,Stressed Out,twenty one pilots,Stressed Out,Twenty One Pilots
1604,2337,Panda,Desiigner,All About Us,He Is We
1605,1915,Ride,twenty one pilots,Ride,Twenty One Pilots
1606,1431,Cake By The Ocean,DNCE,Cake By The Ocean,DNCE
1607,1133,Love Yourself,Justin Bieber,Love It If We Made It,The 1975
1608,1601,I Took A Pill In Ibiza,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,Mike Posner
1609,2337,7 Years,Lukas Graham,All About Us,He Is We
1610,2337,Work,Rihanna Featuring Drake,All About Us,He Is We
1611,2337,One Dance,Drake Featuring WizKid & Kyla,All About Us,He Is We
1612,154,Sorry,Justin Bieber,Sorry,Justin Bieber
1613,2337,Low Life,Future Featuring The Weeknd,All About Us,He Is We
1614,1133,I Hate U I Love U,gnash Featuring Olivia O'Brien,Love It If We Made It,The 1975
1615,2337,My House,Flo Rida,All About Us,He Is We
1616,2337,Let It Go,James Bay,All About Us,He Is We
1617,1211,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,Work from Home (feat. Ty Dolla $ign),Fifth Harmony
1618,155,This Is What You Came For,Calvin Harris Featuring Rihanna,This Is What You Came For,Calvin Harris
1619,163,Can't Stop The Feeling!,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
1620,386,"Me, Myself & I",G-Eazy x Bebe Rexha,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1621,2337,Unsteady,X Ambassadors,All About Us,He Is We
1622,2337,Too Good,Drake Featuring Rihanna,All About Us,He Is We
1623,1280,Treat You Better,Shawn Mendes,Treat You Better,Shawn Mendes
1624,2337,Exchange,Bryson Tiller,All About Us,He Is We
1625,2337,Oui,Jeremih,All About Us,He Is We
1626,2337,Gold,Kiiara,All About Us,He Is We
1627,2337,Broccoli,D.R.A.M. Featuring Lil Yachty,All About Us,He Is We
1628,2337,Really Really,Kevin Gates,All About Us,He Is We
1629,2337,Never Be Like You,Flume Featuring Kai,All About Us,He Is We
1630,1269,Just Like Fire,P!nk,So What,P!nk
1631,2337,Controlla,Drake,All About Us,He Is We
1632,2337,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,All About Us,He Is We
1633,1133,Send My Love (To Your New Lover),Adele,Love It If We Made It,The 1975
1634,2337,Heathens,twenty one pilots,All About Us,He Is We
1635,2337,2 Phones,Kevin Gates,All About Us,He Is We
1636,2337,One Call Away,Charlie Puth,All About Us,He Is We
1637,1266,Pillowtalk,Zayn,PILLOWTALK,ZAYN
1638,2337,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,All About Us,He Is We
1639,2337,Head Over Boots,Jon Pardi,All About Us,He Is We
1640,2337,Come And See Me,PARTYNEXTDOOR Featuring Drake,All About Us,He Is We
1641,370,Into You,Ariana Grande,One Last Time,Ariana Grande
1642,1725,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",Daya
1643,1713,Stitches,Shawn Mendes,Stitches,Shawn Mendes
1644,2337,Don't,Bryson Tiller,All About Us,He Is We
1645,70,Roses,The Chainsmokers Featuring Rozes,Call You Mine,The Chainsmokers
1646,2175,Hymn For The Weekend,Coldplay,Hymn for the Weekend,Coldplay
1647,598,Never Forget You,Zara Larsson & MNEK,Never Forget You,Zara Larsson
1648,2337,"Father Stretch My Hands, Pt. 1",Kanye West,All About Us,He Is We
1649,2337,You Was Right,Lil Uzi Vert,All About Us,He Is We
1650,2337,Lost Boy,Ruth B,All About Us,He Is We
1651,2337,H.O.L.Y.,Florida Georgia Line,All About Us,He Is We
1652,2337,Money Longer,Lil Uzi Vert,All About Us,He Is We
1653,2337,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",All About Us,He Is We
1654,2337,Luv,Tory Lanez,All About Us,He Is We
1655,2337,Middle,DJ Snake Featuring Bipolar Sunshine,All About Us,He Is We
1656,2337,Dangerous Woman,Ariana Grande,All About Us,He Is We
1657,1285,Cold Water,Major Lazer Featuring Justin Bieber & MO,Cold Water (feat. Justin Bieber & MØ),Major Lazer
1658,2337,Jumpman,Drake & Future,All About Us,He Is We
1659,1635,Back To Sleep,Chris Brown,You’ve Made Your Bed (So Sleep In It),You Me At Six
1660,386,You Should Be Here,Cole Swindell,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1661,2337,Confession,Florida Georgia Line,All About Us,He Is We
1662,2337,My Church,Maren Morris,All About Us,He Is We
1663,2337,Humble And Kind,Tim McGraw,All About Us,He Is We
1664,2337,Somewhere On A Beach,Dierks Bentley,All About Us,He Is We
1665,2337,Snapback,Old Dominion,All About Us,He Is We
1666,1632,Think Of You,Chris Young Duet With Cassadee Pope,Jealous Minds Think Alike,You Me At Six
1667,2337,The Sound Of Silence,Disturbed,All About Us,He Is We
1668,2337,Wild Things,Alessia Cara,All About Us,He Is We
1669,2337,Cut It,O.T. Genasis Featuring Young Dolph,All About Us,He Is We
1670,2337,T-Shirt,Thomas Rhett,All About Us,He Is We
1671,386,No,Meghan Trainor,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1672,2337,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,All About Us,He Is We
1673,2337,Close,Nick Jonas Featuring Tove Lo,All About Us,He Is We
1674,2337,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All About Us,He Is We
1675,2337,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,All About Us,He Is We
1676,2337,Uber Everywhere,MadeinTYO,All About Us,He Is We
1677,2337,Pop Style,Drake Featuring The Throne,All About Us,He Is We
1678,2337,Record Year,Eric Church,All About Us,He Is We
1679,2337,Wicked,Future,All About Us,He Is We
1680,2337,You Don't Own Me,Grace Featuring G-Eazy,All About Us,He Is We
1681,2337,Sorry,Beyonce,All About Us,He Is We
1682,2337,Don't Mind,Kent Jones,All About Us,He Is We
1683,386,Me Too,Meghan Trainor,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1684,386,THat Part,ScHoolboy Q Featuring Kanye West,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1685,2337,Peter Pan,Kelsea Ballerini,All About Us,He Is We
1686,2337,Different For Girls,Dierks Bentley Featuring Elle King,All About Us,He Is We
1687,1065,For Free,DJ Khaled Featuring Drake,Free! Free! Free!,竹内アンナ
1688,2337,No Limit,Usher Featuring Young Thug,All About Us,He Is We
1689,2182,Tiimmy Turner,Desiigner,Tiimmy Turner,Desiigner
1690,2337,Middle Of A Memory,Cole Swindell,All About Us,He Is We
1691,70,Closer,The Chainsmokers Featuring Halsey,Call You Mine,The Chainsmokers
1692,1269,Setting The World On Fire,Kenny Chesney Featuring P!nk,So What,P!nk
1693,2337,Starving,Hailee Steinfeld & Grey Featuring Zedd,All About Us,He Is We
1694,2337,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,All About Us,He Is We
1695,2337,Hello,Adele,All About Us,He Is We
1696,2337,The Hills,The Weeknd,All About Us,He Is We
1697,2337,Down In The DM,Yo Gotti Featuring Nicki Minaj,All About Us,He Is We
1698,2337,Hands To Myself,Selena Gomez,All About Us,He Is We
1699,2337,Came Here To Forget,Blake Shelton,All About Us,He Is We
1700,2337,Congratulations,Post Malone Featuring Quavo,All About Us,He Is We
1701,1218,Shape Of You,Ed Sheeran,Shape of You,Ed Sheeran
1702,2337,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,All About Us,He Is We
1703,2214,That's What I Like,Bruno Mars,That's What I Like,Bruno Mars
1704,1884,Believer,Imagine Dragons,Believer,Imagine Dragons
1705,1287,Say You Won't Let Go,James Arthur,Say You Won't Let Go,James Arthur
1706,2337,Location,Khalid,All About Us,He Is We
1707,2337,Redbone,Childish Gambino,All About Us,He Is We
1708,2337,Body Like A Back Road,Sam Hunt,All About Us,He Is We
1709,70,Something Just Like This,The Chainsmokers & Coldplay,Call You Mine,The Chainsmokers
1710,2181,Humble.,Kendrick Lamar,HUMBLE.,Kendrick Lamar
1711,2337,Unforgettable,French Montana Featuring Swae Lee,All About Us,He Is We
1712,2337,XO TOUR Llif3,Lil Uzi Vert,All About Us,He Is We
1713,1840,There's Nothing Holdin' Me Back,Shawn Mendes,There's Nothing Holdin' Me Back,Shawn Mendes
1714,1288,Attention,Charlie Puth,Attention,Charlie Puth
1715,2337,Castle On The Hill,Ed Sheeran,All About Us,He Is We
1716,65,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,Talk - Disclosure VIP,Khalid
1717,1883,Thunder,Imagine Dragons,Thunder,Imagine Dragons
1718,70,Closer,The Chainsmokers Featuring Halsey,Call You Mine,The Chainsmokers
1719,2337,24K Magic,Bruno Mars,All About Us,He Is We
1720,2337,Bad And Boujee,Migos Featuring Lil Uzi Vert,All About Us,He Is We
1721,2337,Mask Off,Future,All About Us,He Is We
1722,130,Stay,Zedd & Alessia Cara,Stay,Zedd
1723,1730,Slow Hands,Niall Horan,Slow Hands,Niall Horan
1724,2337,iSpy,KYLE Featuring Lil Yachty,All About Us,He Is We
1725,2337,Issues,Julia Michaels,All About Us,He Is We
1726,147,It Ain't Me,Kygo x Selena Gomez,It Ain’t Me (with Selena Gomez),Kygo
1727,2337,In Case You Didn't Know,Brett Young,All About Us,He Is We
1728,1717,Strip That Down,Liam Payne Featuring Quavo,Strip That Down,Liam Payne
1729,1789,Scars To Your Beautiful,Alessia Cara,Scars To Your Beautiful,Alessia Cara
1730,2337,Goosebumps,Travis Scott,All About Us,He Is We
1731,2337,Swang,Rae Sremmurd,All About Us,He Is We
1732,2337,Loyalty.,Kendrick Lamar Featuring Rihanna,All About Us,He Is We
1733,2196,Feel It Still,Portugal. The Man,Feel It Still,Portugal. The Man
1734,1785,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2002,Anne-Marie
1735,2337,T-Shirt,Migos,All About Us,He Is We
1736,2337,Rolex,Ayo & Teo,All About Us,He Is We
1737,1133,Love.,Kendrick Lamar Featuring Zacari,Love It If We Made It,The 1975
1738,2337,Do Re Mi,blackbear,All About Us,He Is We
1739,161,Mi Gente,J Balvin & Willy William Featuring Beyonce,Mi Gente (feat. Beyoncé),J Balvin
1740,1866,Bodak Yellow (Money Moves),Cardi B,Please Me,Cardi B
1741,1520,No Promises,Cheat Codes Featuring Demi Lovato,Can't Back Down,Demi Lovato
1742,2337,What Ifs,Kane Brown Featuring Lauren Alaina,All About Us,He Is We
1743,2337,Bank Account,21 Savage,All About Us,He Is We
1744,1402,Sorry Not Sorry,Demi Lovato,Sorry Not Sorry,Demi Lovato
1745,1811,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22,Taylor Swift
1746,1133,Love On The Brain,Rihanna,Love It If We Made It,The 1975
1747,2337,Bounce Back,Big Sean,All About Us,He Is We
1748,2176,I Feel It Coming,The Weeknd Featuring Daft Punk,I Feel It Coming,The Weeknd
1749,386,Both,Gucci Mane Featuring Drake,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1750,2337,The Fighter,Keith Urban Featuring Carrie Underwood,All About Us,He Is We
1751,2337,Hurricane,Luke Combs,All About Us,He Is We
1752,1275,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm the One,DJ Khaled
1753,2337,Butterfly Effect,Travis Scott,All About Us,He Is We
1754,2337,Rake It Up,Yo Gotti Featuring Nicki Minaj,All About Us,He Is We
1755,2219,Young Dumb & Broke,Khalid,Young Dumb & Broke,Khalid
1756,2337,Slippery,Migos Featuring Gucci Mane,All About Us,He Is We
1757,2337,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,All About Us,He Is We
1758,1244,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,DJ Khaled
1759,2337,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,All About Us,He Is We
1760,2337,Praying,Kesha,All About Us,He Is We
1761,163,Can't Stop The Feeling!,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
1762,2337,Party,Chris Brown Featuring Usher & Gucci Mane,All About Us,He Is We
1763,2337,The Weekend,Brantley Gilbert,All About Us,He Is We
1764,70,Paris,The Chainsmokers,Call You Mine,The Chainsmokers
1765,2337,Look At Me!,XXXTENTACION,All About Us,He Is We
1766,2337,Cold,Maroon 5 Featuring Future,All About Us,He Is We
1767,2337,Tunnel Vision,Kodak Black,All About Us,He Is We
1768,603,Slide,Calvin Harris Featuring Frank Ocean & Migos,Slide (feat. Frank Ocean & Migos),Calvin Harris
1769,2337,Passionfruit,Drake,All About Us,He Is We
1770,1492,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
1771,2337,Craving You,Thomas Rhett Featuring Maren Morris,All About Us,He Is We
1772,2337,You Look Good,Lady Antebellum,All About Us,He Is We
1773,2337,First Day Out,Tee Grizzley,All About Us,He Is We
1774,386,Now Or Never,Halsey,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1775,2337,Everyday We Lit,YFN Lucci Featuring PnB Rock,All About Us,He Is We
1776,2337,DNA.,Kendrick Lamar,All About Us,He Is We
1777,2337,My Girl,Dylan Scott,All About Us,He Is We
1778,2337,Magnolia,Playboi Carti,All About Us,He Is We
1779,2337,Drinkin' Problem,Midland,All About Us,He Is We
1780,2337,Felices Los 4,Maluma,All About Us,He Is We
1781,2337,Small Town Boy,Dustin Lynch,All About Us,He Is We
1782,1133,Love Galore,SZA Featuring Travis Scott,Love It If We Made It,The 1975
1783,2337,Escapate Conmigo,Wisin Featuring Ozuna,All About Us,He Is We
1784,2337,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",All About Us,He Is We
1785,2337,Unforgettable,Thomas Rhett,All About Us,He Is We
1786,2337,When It Rains It Pours,Luke Combs,All About Us,He Is We
1787,2337,The Weekend,SZA,All About Us,He Is We
1788,1255,New Rules,Dua Lipa,New Rules,Dua Lipa
1789,2258,Mercy,Shawn Mendes,Mercy,Shawn Mendes
1790,2337,Deja Vu,J. Cole,All About Us,He Is We
1791,2337,Moves,Big Sean,All About Us,He Is We
1792,2337,Black,Dierks Bentley,All About Us,He Is We
1793,2337,Heavy,Linkin Park Featuring Kiiara,All About Us,He Is We
1794,2337,Losin Control,Russ,All About Us,He Is We
1795,2337,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,All About Us,He Is We
1796,2337,No Such Thing As A Broken Heart,Old Dominion,All About Us,He Is We
1797,2337,Do I Make You Wanna,Billy Currington,All About Us,He Is We
1798,2337,Glorious,Macklemore Featuring Skylar Grey,All About Us,He Is We
1799,245,What About Us,P!nk,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk
1800,1133,Love Lies,Khalid & Normani,Love It If We Made It,The 1975
1801,1788,Meant To Be,Bebe Rexha & Florida Georgia Line,Meant to Be (feat. Florida Georgia Line),Bebe Rexha
1802,1797,I Like Me Better,Lauv,I Like Me Better,Lauv
1803,2337,Perfect,Ed Sheeran,All About Us,He Is We
1804,95,The Middle,"Zedd, Maren Morris & Grey",The Middle,Zedd
1805,2337,Psycho,Post Malone Featuring Ty Dolla $ign,All About Us,He Is We
1806,257,Tequila,Dan + Shay,Tequila - Robin Schulz Remix,Dan + Shay
1807,2337,Sad!,XXXTENTACION,All About Us,He Is We
1808,1866,I Like It,"Cardi B, Bad Bunny & J Balvin",Please Me,Cardi B
1809,2337,God's Plan,Drake,All About Us,He Is We
1810,386,Never Be The Same,Camila Cabello,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1811,1811,Delicate,Taylor Swift,22,Taylor Swift
1812,2337,Boo'd Up,Ella Mai,All About Us,He Is We
1813,39,Mine,Bazzi,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.
1814,1859,Better Now,Post Malone,Better Now,Post Malone
1815,2337,Lucid Dreams,Juice WRLD,All About Us,He Is We
1816,1734,Girls Like You,Maroon 5 Featuring Cardi B,Girls Like You (feat. Cardi B),Maroon 5
1817,72,Friends,Marshmello & Anne-Marie,Here With Me,Marshmello
1818,2337,Yes Indeed,Lil Baby & Drake,All About Us,He Is We
1819,2337,Taste,Tyga Featuring Offset,All About Us,He Is We
1820,1900,Youngblood,5 Seconds Of Summer,Youngblood,5 Seconds of Summer
1821,2337,Rockstar,Post Malone Featuring 21 Savage,All About Us,He Is We
1822,1210,Havana,Camila Cabello Featuring Young Thug,Havana,Camila Cabello
1823,1255,New Rules,Dua Lipa,New Rules,Dua Lipa
1824,1733,No Tears Left To Cry,Ariana Grande,no tears left to cry,Ariana Grande
1825,2337,Heaven,Kane Brown,All About Us,He Is We
1826,1920,Whatever It Takes,Imagine Dragons,Whatever It Takes,Imagine Dragons
1827,386,Back To You,Selena Gomez,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1828,2337,Look Alive,BlocBoy JB Featuring Drake,All About Us,He Is We
1829,2337,Nice For What,Drake,All About Us,He Is We
1830,2337,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",All About Us,He Is We
1831,2337,Ric Flair Drip,Offset & Metro Boomin,All About Us,He Is We
1832,1866,Finesse,Bruno Mars & Cardi B,Please Me,Cardi B
1833,329,IDGAF,Dua Lipa,IDGAF - Hazers Remix,Dua Lipa
1834,2337,Wait,Maroon 5,All About Us,He Is We
1835,2337,In My Blood,Shawn Mendes,All About Us,He Is We
1836,2337,You Say,Lauren Daigle,All About Us,He Is We
1837,1784,Eastside,"benny blanco, Halsey & Khalid",Without Me,Halsey
1838,2337,Walk It Talk It,Migos Featuring Drake,All About Us,He Is We
1839,2337,Nonstop,Drake,All About Us,He Is We
1840,2337,In My Feelings,Drake,All About Us,He Is We
1841,2243,God Is A Woman,Ariana Grande,God is a woman,Ariana Grande
1842,1842,Broken,lovelytheband,broken,lovelytheband
1843,2337,Natural,Imagine Dragons,All About Us,He Is We
1844,2337,Stir Fry,Migos,All About Us,He Is We
1845,2337,All The Stars,Kendrick Lamar & SZA,All About Us,He Is We
1846,2337,Dura,Daddy Yankee,All About Us,He Is We
1847,2337,X,Nicky Jam x J Balvin,All About Us,He Is We
1848,145,One Kiss,Calvin Harris & Dua Lipa,One Kiss (with Dua Lipa),Calvin Harris
1849,386,Get Along,Kenny Chesney,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1850,2337,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",All About Us,He Is We
1851,1866,Bartier Cardi,Cardi B Featuring 21 Savage,Please Me,Cardi B
1852,2337,Red Roses,Lil Skies Featuring Landon Cube,All About Us,He Is We
1853,2337,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",All About Us,He Is We
1854,2337,You Make It Easy,Jason Aldean,All About Us,He Is We
1855,2337,El Farsante,Ozuna & Romeo Santos,All About Us,He Is We
1856,2337,Pray For Me,The Weeknd & Kendrick Lamar,All About Us,He Is We
1857,2337,Plug Walk,Rich The Kid,All About Us,He Is We
1858,2337,Changes,XXXTENTACION,All About Us,He Is We
1859,2337,Freaky Friday,Lil Dicky Featuring Chris Brown,All About Us,He Is We
1860,2337,Moonlight,XXXTENTACION,All About Us,He Is We
1861,2337,One Number Away,Luke Combs,All About Us,He Is We
1862,2337,Sit Next To Me,Foster The People,All About Us,He Is We
1863,386,Up Down,Morgan Wallen Featuring Florida Georgia Line,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1864,1866,Be Careful,Cardi B,Please Me,Cardi B
1865,2337,Medicine,Queen Naija,All About Us,He Is We
1866,1866,Ring,Cardi B Featuring Kehlani,Please Me,Cardi B
1867,2337,Mercy,Brett Young,All About Us,He Is We
1868,2337,All Girls Are The Same,Juice WRLD,All About Us,He Is We
1869,243,High Hopes,Panic! At The Disco,High Hopes - Don Diablo Remix,Panic! At The Disco
1870,2337,Simple,Florida Georgia Line,All About Us,He Is We
1871,1626,Lose It,Kane Brown,Liquid Confidence (Nothing To Lose),You Me At Six
1872,1480,I'm A Mess,Bebe Rexha,I'm a Mess,Bebe Rexha
