Year,Song Name,Artist,Number of Weeks On Top,Spotify ID
2009,LoveGame,Lady Gaga,22,0eH2eHURaXUP15D8gQlfjx
2009,Battlefield,Jordin Sparks,22,4hJNA7VCBfNDly2Lz1SKAt
2009,I Run To You,Lady Antebellum,21,2YVCkTYJpv5jelYrHYoEG8
2009,Not Meant To Be,Theory Of A Deadman,21,5cm4TAuPmAT1waXKcxK3E6
2009,Fire Burning,Sean Kingston,21,2oENJa1T33GJ0w8dC167G4
2009,Obsessed,Mariah Carey,21,5EGPf0nqO7vEIwsOX6Er98
2009,One Time,Justin Bieber,21,6eDApnV9Jdb1nYahOlbbUh
2009,Sweet Dreams,Beyonce,21,2wNGoon7FlKnVEyYS1ZRBQ
2009,Circus,Britney Spears,20,7jk7gqyEonmVVYahZN5zhW
2009,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,20,1GLx5tpDdwEFiA7KaikvX2
2009,Diva,Beyonce,20,5Ssv6DaKrW0HczVqx6zXdl
2009,Rockin' That Thang,The-Dream,20,3IcBx1kZ3bma48LWDtq6no
2009,It Won't Be Like This For Long,Darius Rucker,20,4gzeYkzuzxuzAUTsGcdjqA
2009,If Today Was Your Last Day,Nickelback,20,4QJLKU75Rg4558f4LbDBRi
2009,"1, 2, 3, 4",Plain White T's,20,5VWmMZCfJ4yVkJw9ZLFXej
2009,How Do You Sleep?,Jesse McCartney Featuring Ludacris,20,3jkdQNkDTxxXtjSO4l0o1H
2009,I'm On A Boat,The Lonely Island Featuring T-Pain,20,7wwhDmpjiy1rzJ3zWy5zur
2009,It's America,Rodney Atkins,20,6QbcLktLNe7eYqh8TjZeCd
2009,All The Above,Maino Featuring T-Pain,20,1z667LebVh3DtYNrVJEao0
2009,I'm In Miami Trick,LMFAO,20,7ifcMEyCUJVxh2gG1vyPtz
2009,It Happens,Sugarland,20,1I66zFfRohnb8kwJV3vrV4
2009,Turn My Swag On,Soulja Boy Tell'em,20,6ATrsVaZT7XjkCynxM8cTS
2009,Kiss A Girl,Keith Urban,20,4DyKZmONpoggnn3piyjad2
2009,Already Gone,Kelly Clarkson,20,4fq2YUONcgrCJ2SPndSeKC
2009,Whatever It Is,Zac Brown Band,20,33kKQSeqM2ecEcKF0LNSRT
2009,Then,Brad Paisley,20,3XKbdb9GB6u3hsnUklQTav
2009,Sideways,Dierks Bentley,20,19DnL1HnJiijuEfaiS0Eus
2009,Best Days Of Your Life,Kellie Pickler,20,27BMLvWD1TYdosiReVgbAt
2009,Birthday Sex,Jeremih,20,4NpDZPwSXmL0cCTaJuVrCw
2009,Out Last Night,Kenny Chesney,20,4QoZGQ8woaho94v629kVl1
2009,People Are Crazy,Billy Currington,20,5JnLiuMgRAWoHYOhatFP3s
2009,Every Girl,Young Money,20,6klZDCEsQzMELAPyovvpUw
2009,Alright,Darius Rucker,20,5JlH51YDYsGj2dyEJKKjcN
2009,New Divide,Linkin Park,20,6Wx88Mv6b9ofjKMKkdwOJd
2009,Her Diamonds,Rob Thomas,20,3LtwmK1OfN0dGs9jf3qSjn
2009,Ice Cream Paint Job,Dorrough,20,35EfL85garkKhKEemkeLoC
2009,Small Town USA,Justin Moore,20,3RtA16IFjyhtg5oW8oUBeT
2009,Big Green Tractor,Jason Aldean,20,0Ajm7DFmbGEURySKm7G2jf
2009,Never Say Never,The Fray,20,57uX2vR9j9DNiANDYfXw1i
2009,You're A Jerk,New Boyz,20,7hZPBVT3M6UQv1eBkkTXfh
2009,21 Guns,Green Day,20,64yrDBpcdwEdNY9loyEGbX
2009,Love Drunk,Boys Like Girls,20,20X9OeC606XNwEtDBOym5u
2009,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",20,1ZxwWrMNukjS8sb9TZ0HjU
2009,She Wolf,Shakira,20,4l9fZ75WzPZlAIkqJIWlo8
2009,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,20,383B8ksM58jbV3HbiRJo0K
2009,Toes,Zac Brown Band,20,4S518ci8UY4op0Xyp6Hx6o
2009,Imma Star (Everywhere We Are),Jeremih,20,1QOxGqu6VTjx58nslWBFVW
2009,Run This Town,"Jay-Z, Rihanna & Kanye West",20,7LR85XLWw2yXqKBSI5brbG
2009,Hot N Cold,Katy Perry,19,0iGckQFyv6svOfAbAY9aWJ
2009,Let It Rock,Kevin Rudolf Featuring Lil Wayne,19,6TrNRd98WksT9Kkmx9uj6R
2009,Viva La Vida,Coldplay,19,1mea3bSkSGXuIRvnydlB5b
2009,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,19,4wHJZ8niEWCs13M7JgLDRR
2009,Lucky,Jason Mraz & Colbie Caillat,19,2qLMf6TuEC3ruGJg4SMMN6
2009,She's Country,Jason Aldean,19,0okmLlOW6vKrilXDvtRMfg
2009,Ain't I,Yung L.A. Featuring Young Dro & T.I.,19,54DcdSHsTvcDwGc4no7kX4
2009,If U Seek Amy,Britney Spears,19,2hdy9Wt9qp7M7d0U3ossu2
2009,Only You Can Love Me This Way,Keith Urban,19,1ddEJFVOCOjNqh19FTQAsX
2009,Come Back To Me,David Cook,19,55r33uTqnLglVMHb1qeWOd
2009,Boots On,Randy Houser,19,7K4VxvIXXbDbaVn6ARbch1
2009,Sexy Chick,David Guetta Featuring Akon,19,7zc3J2gTnGj9AQrO9xxPqP
2009,Smile,Uncle Kracker,19,4ZC8hXXqu2hPcDLw9QTdtQ
2009,Single Ladies (Put A Ring On It),Beyonce,18,557un1HgwYMuqfWGSTmnxw
2010,"Hey, Soul Sister",Train,43,4HlFJV71xXKIGcU3kRyttv
2010,Need You Now,Lady Antebellum,42,7GAaTpSoTWUTbP2Yxlt4Hd
2010,Breakeven,The Script,41,285hMzLhJwHVLe9QT9qilk
2010,In My Head,Jason Derulo,33,6St9lR6dhV2tpCNVz7qfrS
2010,Haven't Met You Yet,Michael Buble,33,4fIWvT19w9PR0VVBuPYpWA
2010,I Like It,Enrique Iglesias Featuring Pitbull,31,7HacCTm33hZYYN8DXpCYuG
2010,Telephone,Lady Gaga Featuring Beyonce,30,7rl7ao5pb9BhvAzPdWStxi
2010,Whataya Want From Me,Adam Lambert,30,0zv9bOC2NSMd3Fw2HgM5Xn
2010,OMG,Usher Featuring will.i.am,30,1bM50INir8voAkVoKuvEUI
2010,Airplanes,B.o.B Featuring Hayley Williams,30,6lV2MSQmRIkycDScNtrBXO
2010,I Gotta Feeling,The Black Eyed Peas,29,4kLLWz7srcuLKA7Et40PQR
2010,Break Your Heart,Taio Cruz Featuring Ludacris,29,7mDCg8XTEyDNPzC5Jdt7mu
2010,Cooler Than Me,Mike Posner,29,2V4bv1fNWfTcyRJKmej6Sj
2010,TiK ToK,Ke$ha,28,0HPD5WQqrq7wPWR7P7Dw1i
2010,Your Love Is My Drug,Ke$ha,28,6vc2Jq2vaGu8z326kSrw92
2010,Nothin' On You,B.o.B Featuring Bruno Mars,28,59dLtGBS26x7kc0rHbaPrq
2010,Ridin' Solo,Jason Derulo,28,6OEolOOk9Gh9bqkdpfIOl0
2010,Dynamite,Taio Cruz,28,0r4iLyCpW9e27ATCupFF64
2010,Animal,Neon Trees,28,0l4DTppOxy7NUaEcwXuOb6
2010,Bad Romance,Lady Gaga,27,0SiywuOBRcynK0uKGWdCnn
2010,Bulletproof,La Roux,27,0SyxZC4wlqAwf20cHE6Xon
2010,Billionaire,Travie McCoy Featuring Bruno Mars,27,2qPUnoasNe4Ep43emVXEig
2010,California Gurls,Katy Perry Featuring Snoop Dogg,27,1GhbQDYGEOjyFwfT8lojcx
2010,Imma Be,The Black Eyed Peas,25,16sbugRbf9xEKlekuQ7Whm
2010,There Goes My Baby,Usher,25,6IUiqtI8tE49sqGbmtrNd8
2010,Not Afraid,Eminem,25,7Ie9W94M7OjPoZVV216Xus
2010,Secrets,OneRepublic,25,1NhPKVLsHhFUHIOZ32QnS2
2010,Love The Way You Lie,Eminem Featuring Rihanna,25,15JINEqzVMv3SvJTAXAKED
2010,Say Aah,Trey Songz Featuring Fabolous,24,1wkGTsSqUhvvXgi0yX9haQ
2010,Carry Out,Timbaland Featuring Justin Timberlake,24,2DHc2e5bBn4UzY0ENVFrUl
2010,All The Right Moves,OneRepublic,24,5XRHGXut00SrJUFmcn2lQF
2010,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,5NEKjqTQPKiqOiOG8YxLdS
2010,Club Can't Handle Me,Flo Rida Featuring David Guetta,24,6ebkx7Q5tTxrCxKq4GYj0Y
2010,Deuces,Chris Brown Featuring Tyga & Kevin McCall,24,6wN4nT2qy3MQc098yL3Eu9
2010,Alejandro,Lady Gaga,23,4lwavw59UjXUPJZtKNdFYp
2010,If I Die Young,The Band Perry,23,4aY0tZIaboefmkBEsjAovI
2010,BedRock,Young Money Featuring Lloyd,22,3iL2l5gUqyPS6vDwJFgJTR
2010,Live Like We're Dying,Kris Allen,22,1HfxPaJggVwFsvOtHbVzMz
2010,Rude Boy,Rihanna,22,60jzFy6Nn4M0iD1d94oteF
2010,King Of Anything,Sara Bareilles,22,3VA8T3rNy5V24AXxNK5u9E
2010,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,22,5qxULZVAM943gPjtMaH5NX
2010,Sexy Chick,David Guetta Featuring Akon,21,7zc3J2gTnGj9AQrO9xxPqP
2010,Hey Daddy (Daddy's Home),Usher Featuring Plies,21,030OCtLMrljNhp8OWHBWW3
2010,Naturally,Selena Gomez & The Scene,21,1YaVmBh7EAeR54FIjuFcb5
2010,Find Your Love,Drake,21,18PSaTJMLkFNWnW0NWdOAW
2010,Farmer's Daughter,Rodney Atkins,21,5zGqTc1WQUe8XqqdnrpKTV
2010,Teenage Dream,Katy Perry,21,6r1ygpKNXg7deq18rzyM7F
2010,Just The Way You Are,Bruno Mars,21,47Slg6LuqLaX0VodpSCvPt
2010,How Low,Ludacris,20,1WtTLtofvcjQM3sXSMkDdX
2010,Steady Mobbin',Young Money Featuring Gucci Mane,20,3cSuhzV7wKX5diQ8hos78P
2010,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,20,7dL2kSVsBelmkQHbkNkx1l
2010,American Honey,Lady Antebellum,20,4xInIiKipU1mtUogJ3ZdYr
2010,Drop The World,Lil Wayne Featuring Eminem,20,77q65VGEbRnJlnX50UfnZS
2010,Blah Blah Blah,Ke$ha Featuring 3OH!3,20,7lWUJpax919G4JdaFEVmCy
2010,Take It Off,Ke$ha,20,0WCiI0ddWiu5F2kSHgfw5S
2010,Say Something,Timbaland Featuring Drake,20,7qje9qxLncMESiPeI27SAn
2010,A Little More Country Than That,Easton Corbin,20,7LrZ3SczM7zlUkVlhevPp2
2010,Highway 20 Ride,Zac Brown Band,20,1XdlLIfwryo38EZ7OzdoEG
2010,Baby,Justin Bieber Featuring Ludacris,20,6epn3r7S14KUqlReYr77hA
2010,Our Kind Of Love,Lady Antebellum,20,4mtIIpksLr41WmzNHyUtKy
2010,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",20,6H2wnX7ytNeCKERIVqCwgs
2010,Young Forever,Jay-Z + Mr. Hudson,20,35srNkJVToAzYiZzron1FY
2010,My Chick Bad,Ludacris Featuring Nicki Minaj,20,3bMNprrp2JDKZsGbiXpsJl
2010,Neighbors Know My Name,Trey Songz,20,5ol0jvC2yFKm3E1GcIgU2n
2010,Gimmie That Girl,Joe Nichols,20,4bhnjI1tnir1ieruGsRQaW
2010,The Man I Want To Be,Chris Young,20,5zMRkxgFscsPItPsMy4ItS
2010,Over,Drake,20,2Gnsof1hvZzjE1xdLRpjtf
2010,Pray For You,Jaron And The Long Road To Love,20,68wTP3pPT5uAQsrwVX4DSS
2010,Rain Is A Good Thing,Luke Bryan,20,1YhFtqwcN138S6ng3MT1nN
2010,The House That Built Me,Miranda Lambert,20,02eD9ymfJOJOhM97HYp5R9
2010,I Never Told You,Colbie Caillat,20,3maCmHhpmJ6hzJjEnm0ieT
2010,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,20,7yzSijmAyOMBcHrK6Tfsoe
2010,This Afternoon,Nickelback,20,1RG8MABX0VciDk6WYb8pBv
2010,Un-Thinkable (I'm Ready),Alicia Keys,20,4o4wEDRqotccDTXiQ7TORu
2010,Impossible,Shontelle,20,1T8PwF3JhIiWwBhun23RNe
2010,Ride,Ciara Featuring Ludacris,20,3RJclnBV8g9mvHPtSzPf7c
2010,Magic,B.o.B Featuring Rivers Cuomo,20,4TRfKrvYpRydtCvbcJGMK3
2010,"Lover, Lover",Jerrod Niemann,20,5UzU0qw21okODBNUnxptVo
2010,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,20,0QFhSpTIEGnv7F4VxHOvKA
2010,Love Like Crazy,Lee Brice,20,6Ozp6ac86CSHMik8lbvJuM
2010,The Only Exception,Paramore,20,3ZHfX6kbiY7JVsB63lLOLu
2010,Teach Me How To Dougie,Cali Swag District,20,61LtVmmkGr8P9I2tSPvdpf
2010,Miss Me,Drake Featuring Lil Wayne,20,53VIWPPMz9S7ob0D8JxF9N
2010,Got Your Back,T.I. Featuring Keri Hilson,20,2aZ8Mfrh353IAYOrXrDtBA
2010,Your Love,Nicki Minaj,20,1w6kG4Rc29m5EherbvpkF5
2010,Pretty Good At Drinkin' Beer,Billy Currington,20,7zKlSAsmB3p5959tsmLeqn
2010,Little White Church,Little Big Town,20,0f73zOCdBx6ZPdiBjwN1AP
2010,If It's Love,Train,20,3g4GTF5OZrLrmk7hGZFkH8
2010,Fancy,Drake Featuring T.I. & Swizz Beatz,20,238Sekyg7DyN2XDm0z4oWY
2010,Misery,Maroon 5,20,0RZyUsKfiC7MtiGKatCtGc
2010,If I Had You,Adam Lambert,20,1bq6XxdA59f5qJS5mw67Sc
2010,Come Back Song,Darius Rucker,20,4sHOAALFZiNa4wukjPSBpq
2010,Stuck Like Glue,Sugarland,20,0JcKdUGNR7zI4jJDLyYXbi
2010,According To You,Orianthi,19,3SC4yUuwlSL8NvsYgo7B0M
2010,I Am,Mary J. Blige,19,2FLyONNYaIWIfM4X71SaYA
2010,Sex Therapy,Robin Thicke,19,1u7Lb1t1lacIy468n201YL
2010,Heartbreak Warfare,John Mayer,19,4gs07VlJST4bdxGbBsXVue
2010,Halfway Gone,Lifehouse,19,7rojor07Wzc7w3zXOxex80
2010,Temporary Home,Carrie Underwood,19,0d0tJF80562KcMndcBcSfM
2010,Water,Brad Paisley,19,5z1T8M153gyxX6IKJemYX7
2011,Rolling In The Deep,Adele,49,4OSBTYWVwsQhGLF9NHvIbR
2011,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,7mitXLIMCflkhZiD34uEQI
2011,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38,1IJYb2qBTHMoDzHgsuA86H
2011,Crazy Girl,Eli Young Band,36,1nVLAEzhBXMJLR5zAl90Nl
2011,Good Life,OneRepublic,34,6OtCIsQZ64Vs1EbzztvAv4
2011,Pumped Up Kicks,Foster The People,34,7w87IxuO7BDcJ3YUqCyMTT
2011,Super Bass,Nicki Minaj,34,3hlksXnvbKogFdPbpO9vel
2011,Just A Kiss,Lady Antebellum,33,2OXidlnDThZR3zf36k6DVL
2011,F**k You! (Forget You),CeeLo Green,32,
2011,Firework,Katy Perry,31,3lXbHd0EoryoQh3vpevNEP
2011,The Show Goes On,Lupe Fiasco,31,4NTWZqvfQTlOMitlVn6tew
2011,Just Can't Get Enough,The Black Eyed Peas,31,3JA9Jsuxr4xgHXEawAdCp4
2011,If I Die Young,The Band Perry,30,4aY0tZIaboefmkBEsjAovI
2011,F**kin' Perfect,P!nk,30,3ueoTboomKEQpI3r9z47Kg
2011,Tonight Tonight,Hot Chelle Rae,30,2i0AUcEnsDm3dsqLrFWUCq
2011,For The First Time,The Script,29,49kjlZP49LMD1MrrcvXDET
2011,E.T.,Katy Perry Featuring Kanye West,29,7zIIyVBJvbOrJlCuj7t24z
2011,On The Floor,Jennifer Lopez Featuring Pitbull,29,3C0nOe05EIt1390bVABLyN
2011,Down On Me,Jeremih Featuring 50 Cent,28,0x3TibRgnSqzkcwrqBd4iX
2011,Just The Way You Are,Bruno Mars,27,47Slg6LuqLaX0VodpSCvPt
2011,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27,3hsmbFKT5Cujb5GQjqEU39
2011,Dirt Road Anthem,Jason Aldean,27,5ZVGvay4xwgXMnQWffNYeU
2011,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27,0qOnSQQF0yzuPWsXrQ9paz
2011,The Lazy Song,Bruno Mars,26,386RUes7n1uM1yfzgeUuwp
2011,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26,7pYfyrMNPn3wtoCyqcTVoI
2011,Love You Like A Love Song,Selena Gomez & The Scene,26,0laYHRpNTS6i8FXdupHkJ4
2011,Grenade,Bruno Mars,25,4lLtanYk6tkMvooU0tWzG8
2011,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25,0ZbmQnOlXM8liVcNVtNxmD
2011,S&M,Rihanna Featuring Britney Spears,25,7ySUcLPVX7KudhnmNcgY2D
2011,Blow,Ke$ha,25,3pYDZTJM2tVBUhIRifWVzI
2011,Motivation,Kelly Rowland Featuring Lil Wayne,25,6rbhWExtuchhpLC5fHnB8n
2011,All Of The Lights,Kanye West,24,22L7bfCiAkJo5xGSQgmiIO
2011,Someone Like You,Adele,24,3bNv3VuUOKgrf5hu3YcuRo
2011,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24,38iU2jg98IZZEIJPrP7aWD
2011,Barefoot Blue Jean Night,Jake Owen,24,3ts6xK5GzfMAAriT9AIBmP
2011,The Edge Of Glory,Lady Gaga,24,57F80059mWaWFvWG3tBTbO
2011,How To Love,Lil Wayne,24,7xyN0pha5zIbwvXeIADGpe
2011,Moment 4 Life,Nicki Minaj Featuring Drake,23,1ia019RqDK2o4QiANR1Dyn
2011,Sure Thing,Miguel,23,0JXXNGljqupsJaZsgSbMZV
2011,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,
2011,Last Friday Night (T.G.I.F.),Katy Perry,23,1htQDV8JxSuXG2QsNj5ttr
2011,Take A Back Road,Rodney Atkins,23,7B6m8tHAYZsOKOKMU5SR2n
2011,God Gave Me You,Blake Shelton,23,03IdmP4frla6BCFZH6rkaF
2011,You Make Me Feel...,Cobra Starship Featuring Sabi,23,16Of7eeW44kt0a1M0nitHM
2011,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,22,79R98MwYRcQZdAzjjzUbiX
2011,Roll Up,Wiz Khalifa,22,53DB6LJV9B8sz0p1s6tlGS
2011,Lighters,Bad Meets Evil Featuring Bruno Mars,22,5zpDHEU12zATwLGvozxPw2
2011,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21,1hvInhBgFlH88UaZrLJ43O
2011,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,21,6Iocm6VMu6bVNYwiDoyQFW
2011,More,Usher,21,0aBKFfdyOD1Ttvgv0cfjjJ
2011,A Little Bit Stronger,Sara Evans,21,5FIp4LrsffxiHLhmmpCbCx
2011,Tomorrow,Chris Young,21,1qjl8UJtWTHrk4SFpwftSN
2011,My Last,Big Sean Featuring Chris Brown,21,70tFuqBcduJv15bEnOPRTh
2011,Homeboy,Eric Church,21,29aSfWddeZJCfnrcMb20sy
2011,Country Must Be Country Wide,Brantley Gilbert,21,3qJQtLfi7ztIz7JYDrVHrg
2011,Easy,Rascal Flatts Featuring Natasha Bedingfield,21,0y2LoOiQy2NAMj8Xinh5yH
2011,Raise Your Glass,P!nk,20,1gv4xPanImH17bKZ9rOveR
2011,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,20,3rfhI32Il2hVRKDkuGeeen
2011,Jar Of Hearts,Christina Perri,20,0HZhYMZOcUzZKSFwPOti6m
2011,What Do You Want,Jerrod Niemann,20,6bdDMSGOpu4u2AT4rarSDc
2011,Are You Gonna Kiss Me Or Not,Thompson Square,20,2oyJMZrw1DGvvkT2NbCZ0Y
2011,What The Hell,Avril Lavigne,20,2z4U9d5OAA4YLNXoCgioxo
2011,Colder Weather,Zac Brown Band,20,3U8dHeggJ8IBe0UCb1gbyB
2011,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,20,70ATm56tH7OrQ1zurYssz0
2011,Price Tag,Jessie J Featuring B.o.B,20,2fTsFCKRFQ5M0igJgabnLA
2011,The Cave,Mumford & Sons,20,2F79HavLHwJlfvvJOkkIQD
2011,Born This Way,Lady Gaga,20,30XU4suKzCeoCK9YFzdufg
2011,Heart Like Mine,Miranda Lambert,20,4EDeBzhZMcHEx7A8IcDiaL
2011,Backseat,New Boyz Featuring The Cataracs & Dev,20,4dWjQ3wEfW6KPaaxCoaPH4
2011,Written In The Stars,Tinie Tempah Featuring Eric Turner,20,5m5TRf7ggoguXtcXQGprN4
2011,You Lie,The Band Perry,20,6kxPb62Z64BUkB2fO1r0X6
2011,Who Says,Selena Gomez & The Scene,20,3TcL0dyCMyr0kyTTc4NLgI
2011,Best Love Song,T-Pain Featuring Chris Brown,20,4CHLYbx8NB1LUn5WqT0SzV
2011,John,Lil Wayne Featuring Rick Ross,20,5mqZltQbRXQ2a3NRYocGct
2011,If Heaven Wasn't So Far Away,Justin Moore,20,40Kv5cQjERTfkMym9yrpt1
2011,I Wanna Go,Britney Spears,20,5cCAZS9VhLGEDV4NCfieeg
2011,Honey Bee,Blake Shelton,20,0U3xEfWLX4slslHJaAorSw
2011,Hello,Martin Solveig & Dragonette,20,2Hy89WQAxszEUQAvpja0nx
2011,Old Alabama,Brad Paisley Featuring Alabama,20,3OMpIoONQH8rSscaZLozFQ
2011,She Ain't You,Chris Brown,20,3dhvQUA0NyrAea4vQ7X6Gn
2011,Country Girl (Shake It For Me),Luke Bryan,20,0JbSghVDghtFEurrSO8JrC
2011,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,20,7ks6AZmFcm3Y6PGGxGSmlB
2011,Am I The Only One,Dierks Bentley,20,59tUXZ9dL0qkaa18WCfUnZ
2011,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,20,60IGhnH20N82dNxKnc8jDd
2011,You And I,Lady Gaga,20,1ADciGUxOaUbBFd0rpYx7d
2011,You And Tequila,Kenny Chesney Featuring Grace Potter,20,1t2hJFgJyUPD2crOafMUEk
2011,Best Thing I Never Had,Beyonce,20,3lBRNqXjPp2j3JMTCXDTNO
2011,Keep Your Head Up,Andy Grammer,20,2kebNtlS7DqWE54Z66FZIt
2011,Just Fishin',Trace Adkins,20,4vgmmQOg1HbjeyP4O8kfAJ
2011,Remind Me,Brad Paisley Duet With Carrie Underwood,20,10yIZv28DUZPHkdqJfzEZs
2011,Made In America,Toby Keith,20,7Lmwj2fe8MpGXypOuLGO2C
2011,Take Over Control,Afrojack Featuring Eva Simons,20,5DdDbJvoaT8fqQMJkiGg4T
2011,Here For A Good Time,George Strait,20,11OFYsUK9EVJsQ6nutH32M
2011,Mr. Saxobeat,Alexandra Stan,20,3LWDPEXEaLBRGNLbdcbwBR
2011,Otis,Jay Z Kanye West Featuring Otis Redding,20,14I61w6cyYUHiV2n28IYdP
2011,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,20,5xpmdbQcfIOsE1hACcC3UK
2011,In The Dark,Dev,20,0IAFmrpi9KF0PP3LONJonm
2011,Dynamite,Taio Cruz,19,0r4iLyCpW9e27ATCupFF64
2011,Pretty Girl Rock,Keri Hilson,19,2Adn2LNgkHMH5TelQVAu4n
2011,This,Darius Rucker,19,6fIvjDuusQK59brMgHV9qb
2012,Lights,Ellie Goulding,51,4TZ2Ub8bZh4LTs06eANDXa
2012,Somebody That I Used To Know,Gotye Featuring Kimbra,50,1qDrWA6lyx8cLECdZE7TV7
2012,I Won't Give Up,Jason Mraz,44,5ivF4eQBqJiVL5IAE9jRyl
2012,Call Me Maybe,Carly Rae Jepsen,43,20I6sIOMTCkB6w7ryavxtO
2012,Some Nights,fun.,43,67WTwafOMgegV6ABnBQxcE
2012,We Are Young,fun. Featuring Janelle Monae,40,5rgy6ghBq1eRApCkeUdJXf
2012,Everybody Talks,Neon Trees,39,2iUmqdfGZcHIhS3b9E9EWq
2012,Too Close,Alex Clare,38,4VySpxhRGy32u5zPCprzDn
2012,Glad You Came,The Wanted,37,5yDL13y5giogKs2fSNf7sj
2012,Wild Ones,Flo Rida Featuring Sia,36,1NpW5kyvO4XrNJ3rnfcNy3
2012,Drive By,Train,36,0KAiuUOrLTIkzkpfpn9jb9
2012,Stronger (What Doesn't Kill You),Kelly Clarkson,35,1nInOsHbtotAmEOQhtvnzP
2012,What Makes You Beautiful,One Direction,34,4cluDES4hQEUhmXj6TXkSo
2012,Wanted,Hunter Hayes,34,0f1svjHSiaCJif6noKKVHa
2012,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",32,4qikXelSRKvoCqFcHLB2H2
2012,Give Your Heart A Break,Demi Lovato,32,3sP3c86WFjOzHHnbhhZcLA
2012,Titanium,David Guetta Featuring Sia,32,0TDLuuLlV54CkRRUOahJb4
2012,Starships,Nicki Minaj,31,2EBCVPNAG46nbgs6jXPGvv
2012,Payphone,Maroon 5 Featuring Wiz Khalifa,31,1XGmzt0PVuFgQYYnV2It7A
2012,The Motto,Drake Featuring Lil Wayne,30,4Kz4RdRCceaA9VgTqBhBfa
2012,Little Talks,Of Monsters And Men,30,2ihCaVdNZmnHZWt0fvAM7B
2012,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,7mitXLIMCflkhZiD34uEQI
2012,Take Care,Drake Featuring Rihanna,29,124NFj84ppZ5pAxTuVQYCQ
2012,Whistle,Flo Rida,29,3bC1ahPIYt1btJzSSEyyrF
2012,We Found Love,Rihanna Featuring Calvin Harris,28,6qn9YLKt13AGvpq9jfO8py
2012,Ho Hey,The Lumineers,28,0DwClY2t9YAWHBROMIgrXb
2012,It's Time,Imagine Dragons,28,7MXlTgQeo3IVlMpLnZuhxc
2012,Set Fire To The Rain,Adele,27,3di5hcvxxciiqwMH1jarhY
2012,Sexy And I Know It,LMFAO,26,70Vdd1gx5tn84jkAU31ASv
2012,Feel So Close,Calvin Harris,26,1gihuPhrLraKYrJMAEONyc
2012,Heart Attack,Trey Songz,26,25CA8QVJQrh5R05UUCaODM
2012,No Lie,2 Chainz Featuring Drake,26,4Ox97hNeJSWFCZ8vp76vog
2012,Wide Awake,Katy Perry,26,5JLv62qFIS1DR3zGEcApRt
2012,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,75lo8VozcCLRG9WGG674iD
2012,One More Night,Maroon 5,26,6cpk00i5TxCqSeqNi2HuIe
2012,Good Feeling,Flo Rida,25,2LEF1A8DOZ9wRYikWgVlZ8
2012,Time Is Love,Josh Turner,25,2rg3yLJKN5Yl4JCHHkMgeC
2012,Where Have You Been,Rihanna,25,5WQQIDU3HRaMyPkob8mpFb
2012,Home,Phillip Phillips,25,1EAgPzRbK9YmdOESSMUm6P
2012,Don't Wake Me Up,Chris Brown,25,18VfHIPaCo0s6FTi1Fnp6T
2012,Turn Me On,David Guetta Featuring Nicki Minaj,24,6T27IN7Ai94BeDv6PPCmoC
2012,Good Time,Owl City & Carly Rae Jepsen,24,1kPpge9JDLpcj15qgrPbYX
2012,Blow Me (One Last Kiss),P!nk,24,4k80K0b6KZ2QjAYkXON7q6
2012,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,7pYfyrMNPn3wtoCyqcTVoI
2012,You Don't Know Her Like I Do,Brantley Gilbert,23,6GR9H9az2e5mC5HVfKIsgw
